arquivo,similaridade,gabarito
Captura de Tela 2026-09-23 às 15.46.57.png,1.000000,esta
IMG_3530.JPG,0.913600,esta
IMG_3654.JPG,0.828500,esta
IMG_3604.JPG,0.814800,esta
IMG_3644.JPG,0.808100,esta
IMG_3532.JPG,0.794900,esta
IMG_3742.JPG,0.784700,esta
IMG_3637.JPG,0.781400,esta
IMG_3557.JPG,0.748100,esta
IMG_3635.JPG,0.741300,esta
IMG_3652.JPG,0.739600,esta
IMG_3726.JPG,0.729200,esta
IMG_3610.JPG,0.713300,esta
IMG_3608.JPG,0.706000,esta
IMG_3744.JPG,0.660100,esta
IMG_3609.JPG,0.630000,esta
IMG_3721.JPG,0.564500,esta
IMG_3702.JPG,0.540600,esta
IMG_3691.JPG,0.529800,esta
IMG_3701.JPG,0.522000,esta
IMG_3682.JPG,0.517000,esta
IMG_3602.JPG,0.516700,esta
IMG_3571.JPG,0.509800,esta
IMG_3699.JPG,0.507700,esta
IMG_3605.JPG,0.500700,esta
IMG_3640.JPG,0.496700,esta
IMG_3601.JPG,0.490100,esta
IMG_3684.JPG,0.481600,esta
IMG_3713.JPG,0.469900,esta
IMG_3695.JPG,0.469000,esta
IMG_3694.JPG,0.460400,esta
IMG_3696.JPG,0.458900,esta
IMG_3708.JPG,0.450700,esta
IMG_3704.JPG,0.443900,esta
IMG_3693.JPG,0.442600,esta
IMG_3677.JPG,0.437900,esta
IMG_3697.JPG,0.437900,esta
IMG_3692.JPG,0.437500,esta
IMG_3715.JPG,0.428400,esta
IMG_3717.JPG,0.422000,esta
IMG_3674.JPG,0.409700,esta
IMG_3606.JPG,0.404400,esta
IMG_3679.JPG,0.401600,esta
IMG_3723.JPG,0.400500,esta
IMG_3128.JPG,0.398500,nao_esta
IMG_3686.JPG,0.394800,esta
IMG_3719.JPG,0.390100,esta
IMG_3689.JPG,0.388100,esta
IMG_3673.JPG,0.376400,esta
IMG_3102.JPG,0.373500,nao_esta
IMG_3196.JPG,0.368200,nao_esta
IMG_3162.JPG,0.360000,nao_esta
IMG_3706.JPG,0.359200,esta
IMG_3020.JPG,0.357900,nao_esta
IMG_3690.JPG,0.357100,esta
IMG_3115.JPG,0.353800,nao_esta
IMG_3189.JPG,0.353200,nao_esta
IMG_2996.JPG,0.346800,nao_esta
IMG_3756.JPG,0.345100,nao_esta
IMG_3027.JPG,0.343500,nao_esta
IMG_3150.JPG,0.340600,nao_esta
IMG_3672.JPG,0.340400,esta
IMG_3103.JPG,0.339400,nao_esta
IMG_2983.JPG,0.336900,nao_esta
IMG_2984.JPG,0.332400,nao_esta
IMG_3745.JPG,0.329800,nao_esta
IMG_3746.JPG,0.325700,nao_esta
IMG_3151.JPG,0.325000,nao_esta
IMG_2985.JPG,0.324400,nao_esta
IMG_3121.JPG,0.322300,nao_esta
IMG_3728.JPG,0.321000,nao_esta
IMG_3555.JPG,0.319400,nao_esta
IMG_3022.JPG,0.318500,nao_esta
IMG_3206.JPG,0.315700,nao_esta
IMG_3647.JPG,0.314600,nao_esta
IMG_3543.JPG,0.313600,nao_esta
IMG_3542.JPG,0.308400,nao_esta
IMG_2997.JPG,0.305500,nao_esta
